Time,Sound 1,Sound 1 Level,Distance Right,Distance Left,User Position,Position Back,N Mov Back,N Back total,N Back pos,Position Front,N Mov Front,N Front total,N Front pos
17:19:23,6,Quiet,0,8190,None,LOW,2,0,0,Up,0,0,0
17:19:24,6,Quiet,0,8190,None,LOW,2,0,0,Up,0,0,0
17:19:24,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:24,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:24,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:25,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:25,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:25,14,Moderate,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:26,13,Moderate,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:26,7,Quiet,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:26,19,Moderate,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:26,12,Moderate,0,8191,None,LOW,2,0,0,Up,0,0,0
17:19:27,7,Quiet,0,8190,None,LOW,2,0,0,Up,0,0,0
17:19:27,7,Quiet,0,8190,None,LOW,2,0,0,Up,0,0,0
17:19:27,6,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:27,8,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:28,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:28,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:28,7,Quiet,0,8190,None,MED,3,0,0,Up,0,0,0
17:19:29,7,Quiet,0,8190,None,MED,3,0,0,Up,0,0,0
17:19:29,7,Quiet,0,8190,None,MED,3,0,0,Up,0,0,0
17:19:29,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:29,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:30,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:30,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:30,7,Quiet,0,449,Right,MED,3,0,0,Up,0,0,0
17:19:31,7,Quiet,0,456,Right,MED,3,0,0,Up,0,0,0
17:19:31,7,Quiet,0,558,None,MED,3,0,0,Up,0,0,0
17:19:31,11,Moderate,0,595,None,MED,3,0,0,Up,0,0,0
17:19:31,15,Moderate,0,471,Right,MED,3,0,0,Up,0,0,0
17:19:32,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:32,7,Quiet,0,8191,None,MED,3,0,0,Up,0,0,0
17:19:32,7,Quiet,0,8190,None,MED,3,0,0,Up,0,0,0
17:19:32,6,Quiet,0,8190,None,HIGH,4,0,0,Up,0,0,0
17:19:33,12,Moderate,0,8191,None,HIGH,4,0,0,Up,0,0,0
17:19:33,7,Quiet,0,8191,None,HIGH,4,0,0,Up,0,0,0
17:19:33,6,Quiet,0,8190,None,HIGH,4,0,0,Up,0,0,0
17:19:34,7,Quiet,0,8191,None,HIGH,4,0,0,Up,0,0,0
17:19:34,7,Quiet,0,8191,None,MED,5,0,0,Up,0,0,0
17:19:34,7,Quiet,0,8191,None,MED,5,0,0,Up,0,0,0
17:19:34,7,Quiet,0,8191,None,MED,5,0,0,Up,0,0,0
17:19:35,7,Quiet,0,8190,None,MED,5,0,0,Up,0,0,0
17:19:35,8,Quiet,0,8190,None,LOW,6,0,0,Up,0,0,0
17:19:35,6,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:35,7,Quiet,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:36,7,Quiet,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:36,7,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:36,18,Moderate,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:37,7,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:37,65,Loud,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:37,7,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:37,21,Moderate,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:38,54,Loud,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:38,6,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:38,7,Quiet,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:39,31,Loud,0,8191,None,LOW,7,0,0,Up,0,0,0
17:19:39,139,Loud,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:39,10,Quiet,0,8190,None,LOW,7,0,0,Up,0,0,0
17:19:39,11,Moderate,0,8190,None,MED,8,0,0,Up,0,0,0
17:19:40,8,Quiet,0,8190,None,MED,8,0,0,Up,0,0,0
17:19:40,7,Quiet,0,8190,None,MED,8,0,0,Up,0,0,0
17:19:40,7,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:40,9,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:41,6,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:41,7,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:41,15,Moderate,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:42,8,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:42,7,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:42,7,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:42,7,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:43,7,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:43,7,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:43,6,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:43,7,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
17:19:44,6,Quiet,0,8191,None,LOW,9,0,0,Up,0,0,0
17:19:44,7,Quiet,0,8190,None,LOW,9,0,0,Up,0,0,0
